cost,weight,type
0.7466362528104866,0.7363329644468068,1.0
0.7752729318259726,0.5662743362164594,1.0
0.3764466041229265,0.4499415361799588,1.0
0.5271538736677992,0.5290399075995205,1.0
0.75919118933407,0.5025204779308632,1.0
0.5882507948243799,0.41670811391387724,1.0
0.42902533628116385,0.7035576688338762,1.0
0.4951657131848509,0.7015080938677155,1.0
0.6315787620155507,0.7366353413601475,1.0
0.5183954795350165,0.5493857554890467,1.0
0.7734192977630746,0.24647992424887882,1.0
0.49252459700749884,0.6049485775051152,1.0
0.6939791816263315,0.5483721498162768,1.0
0.4703964878765158,0.5678752802068441,1.0
0.4014161177142784,0.890630763280424,1.0
0.41228622101741713,0.5224302829545382,1.0
0.47820633231235266,0.6755454348414973,1.0
0.6181804103304589,0.31193310384945255,1.0
0.6682948549391398,0.5448329716001148,1.0
0.4335959244441098,0.5604851477537333,1.0
0.5956163233128381,0.6998510021444132,1.0
0.5977282986585378,0.46846596873288,1.0
0.7196279431927068,0.5688382700673775,1.0
0.42705418501687736,0.6893937099322789,1.0
0.6816199343798401,0.4510200664754702,1.0
0.7163819112610877,0.7743863422885481,1.0
0.6340844421934303,0.6175434550064822,1.0
0.550365510169609,0.42875586020769046,1.0
0.6646600369066762,0.4250939053960732,1.0
0.5014246924978245,0.41784606763824433,1.0
0.5827589690746727,0.3731986743639328,1.0
0.8167804848970404,0.5587645119187431,1.0
0.30640413921747245,0.31409535507424147,1.0
0.3810431057942547,0.3749807846414186,1.0
0.47557983687883565,0.44862178187962876,1.0
0.7526522801854837,0.5346184474143021,1.0
0.6236194372871499,0.5568989048650534,1.0
0.5718491347703514,0.44522081279225556,1.0
0.5694733702098325,0.5032169095432065,1.0
0.5335739426132923,0.4390309589798272,1.0
0.2705036642445831,0.5102702763112297,1.0
0.4789367725783239,0.5537687529792853,1.0
0.6938183644691623,0.5645352511351904,1.0
0.623025672547247,0.5400191273647194,1.0
0.5513149213926647,0.4635090309055046,1.0
0.6289280777008727,0.45439103743078024,1.0
0.5741802716483807,0.794842305138772,1.0
0.3911994670029336,0.4432002647719241,1.0
0.5094189397462137,0.5674756683472931,1.0
0.5510516960285713,0.21140249586675477,1.0
0.5045170262814459,0.49311338371347857,1.0
0.6324206714751197,0.7122197589586224,1.0
0.5704214726062012,0.4792358369598842,1.0
0.5119362513140772,0.2188598080699628,1.0
0.4551674892831389,0.5808830742704668,1.0
0.6191799869431385,0.49638010194183096,1.0
0.4613526923510719,0.8410327618987296,1.0
0.5120644234041917,0.6842897410934813,1.0
0.5923043948713291,0.5197077735959549,1.0
0.5398411213868283,0.5451539678544975,1.0
0.5859126728123527,0.580738845981802,1.0
0.623673625231956,0.5787733285558729,1.0
0.5389243001057565,0.5247373726143719,1.0
0.5785043200187278,0.323553795962655,1.0
0.6242625090405708,0.3654488573280116,1.0
0.6188268163631758,0.4931639973309431,1.0
0.37613464189604906,0.5927160446491909,1.0
0.546186179285691,0.3458107737516552,1.0
0.4974214484157456,0.5986028400718361,1.0
0.6592568491211542,0.3235147180623483,1.0
0.6723403988507104,0.4473896472331058,1.0
0.6061681565059734,0.6296787276763283,1.0
0.551285451529701,0.473184671833741,1.0
0.5347463583736273,0.7350670742200129,1.0
0.5240388661549686,0.4281916789204671,1.0
0.5535032386617095,0.7029292597637514,1.0
0.4544000065444487,0.6358812036176337,1.0
0.5171330949337811,0.46840313462965805,1.0
0.5255227165165016,0.5037327553854171,1.0
0.5983474051810859,0.3272937650121457,1.0
0.6231810748474403,0.5633636932697628,1.0
0.4394291964586766,0.48134067187403234,1.0
0.6655531040071474,0.3385491638048675,1.0
0.6115261228332393,0.48099171423521314,1.0
0.6343384506456503,0.5173392391230375,1.0
0.7810372014266488,0.5223088243191586,1.0
0.540832589889063,0.5547117484746527,1.0
0.5795311709415424,0.3934721694277644,1.0
0.5228854575191184,0.5558415135078633,1.0
0.8069481457057749,0.6375646677110609,1.0
0.4886920721203448,0.7119387481424154,1.0
0.7848432347796764,0.3446497156714037,1.0
0.5662829279748249,0.3779638396726309,1.0
0.6842038653835243,0.6254624087888363,1.0
0.5451339787052195,0.49804800730258303,1.0
0.4112472189539489,0.6232751657049745,1.0
0.4110198264610159,0.35171905378907714,1.0
0.5659086980427322,0.45416129317645615,1.0
0.6302526339321991,0.7152220028739895,1.0
0.6970088807292651,0.5102182788905552,1.0
0.5560410189559416,0.2881826753766266,1.0
0.48163677178153047,0.5516720277445327,1.0
0.44839557433438865,0.5715142458880628,1.0
0.7283309303291127,0.4176226311562017,1.0
0.5503578934597975,0.49089456226232653,1.0
0.47037397007250764,0.23041914535569785,1.0
0.6400179048120654,0.48123676921307246,1.0
0.6339178022537605,0.42572980412274325,1.0
0.6029519850378211,0.5093609222680332,1.0
0.5453936193646955,0.6635325502926134,1.0
0.6992151813714772,0.45274134318363646,1.0
0.5303481305577207,0.5717894581188939,1.0
0.3426846070548779,0.44216718489475015,1.0
0.6301039726406901,0.39699211266957796,1.0
0.5431593498364533,0.6747181806026674,1.0
0.3838330234382968,0.5741831677142749,1.0
0.5687506317037825,0.7735644586547196,1.0
0.650342558137542,0.7312617295223095,1.0
0.5739287107493131,0.5825841920056295,1.0
0.627025875300408,0.4470119743059591,1.0
0.37500877532067967,0.39527437173773267,1.0
0.7098312179473205,0.35017715353214013,1.0
0.5488321086692434,0.4754854921297869,1.0
0.6555183172050842,0.5748758594365799,1.0
0.5331584964531039,0.318863343956022,1.0
0.47559613972483694,0.6140359780647942,1.0
0.6190197462367129,0.3075324812495028,1.0
0.4945087152634899,0.495580189064588,1.0
0.5323093656092324,0.46393075837653736,1.0
0.6224635952731651,0.5551114031322404,1.0
0.6783732251973479,0.5965400525833592,1.0
0.5349929611663076,0.4743850964267056,1.0
0.6255265962189994,0.5876904357247232,1.0
0.6698005962538731,0.4667215295073941,1.0
0.6674011074377915,0.5939201806001679,1.0
0.5118901809297283,0.4406055360870152,1.0
0.6109445722340718,0.5042608096421443,1.0
0.5051454788660344,0.4539092039570642,1.0
0.5035967399959104,0.4288731959654676,1.0
0.7133340193097172,0.57527847922999,1.0
0.5812074834010102,0.5137714103642972,1.0
0.4971037043564197,0.8002087762886766,1.0
0.6942910666781092,0.7489730553312268,1.0
0.5662876466809037,0.5559406326651047,1.0
0.6702380042423531,0.45485694125549836,1.0
0.5520622094553398,0.5969430784094318,1.0
0.7466012609904097,0.55535268420111,1.0
0.5240915499728368,0.3794634379104443,1.0
0.4577153007652933,0.5461061265194108,1.0
0.7757608375295048,0.6492399185428687,1.0
0.647543908682252,0.6020214167107525,1.0
0.5985500890421883,0.5503593713340977,1.0
0.33474567072774186,0.40746932901420246,1.0
0.6021603291679902,0.6770849987645466,1.0
0.48099086344945485,0.3815376041899431,1.0
0.5438070505208379,0.4978519747331056,1.0
0.5038009027839178,0.6252184204697555,1.0
0.7401311778554865,0.38769488320897916,1.0
0.6902336378012282,0.6057772396896371,1.0
0.681237613662325,0.594832782904665,1.0
0.4949920566111423,0.42715333927423477,1.0
0.533570844584301,0.5655199538667007,1.0
